,article_id,product_type_no,graphical_appearance_no,colour_group_code,perceived_colour_value_id,perceived_colour_master_id,index_group_no,section_no,garment_group_no,cluster,img_name
56438,713995005,264,1010004,10,3,9,3,23,1008,75,071/0713995005.jpg
12298,552604009,252,1010010,7,2,12,1,18,1003,114,055/0552604009.jpg
95281,865973002,254,1010005,31,1,3,4,77,1005,79,086/0865973002.jpg
18512,579302012,306,1010016,51,1,4,1,61,1017,342,057/0579302012.jpg
97778,875898003,255,1010006,14,4,11,4,40,1005,278,087/0875898003.jpg
96309,869872002,308,1010016,13,2,11,1,6,1005,168,086/0869872002.jpg
14664,564065001,308,1010001,72,5,2,4,44,1002,11,056/0564065001.jpg
54787,708419001,254,1010016,42,5,18,1,8,1005,319,070/0708419001.jpg
24167,608210002,254,1010001,73,2,2,1,2,1010,389,060/0608210002.jpg
92803,855216004,302,1010016,20,5,8,26,5,1019,312,085/0855216004.jpg
40916,666031001,308,1010014,10,3,9,4,47,1005,76,066/0666031001.jpg
76753,786245002,252,1010010,7,1,12,1,16,1002,154,078/0786245002.jpg
68916,755754003,272,1010016,73,2,2,2,53,1009,283,075/0755754003.jpg
33942,640156006,265,1010001,9,4,5,2,50,1013,227,064/0640156006.jpg
46595,686259006,306,1010016,10,3,9,1,61,1017,382,068/0686259006.jpg
77204,788326003,252,1010016,9,4,5,1,18,1003,65,078/0788326003.jpg
32472,635164008,262,1010016,22,5,8,3,31,1007,64,063/0635164008.jpg
63492,739363003,306,1010016,43,7,18,1,61,1017,140,073/0739363003.jpg
72844,769102015,295,1010001,7,1,12,4,44,1017,44,076/0769102015.jpg
12591,554450011,272,1010016,73,7,2,2,53,1009,284,055/0554450011.jpg
2411,406724007,81,1010011,42,7,18,3,25,1019,77,040/0406724007.jpg
66933,749484019,252,1010008,22,7,8,4,40,1005,81,074/0749484019.jpg
89709,839573002,75,1010016,9,4,5,1,65,1019,285,083/0839573002.jpg
23094,602211001,265,1010001,10,3,9,1,15,1013,152,060/0602211001.jpg
8096,519925002,258,1010001,11,1,9,1,6,1010,363,051/0519925002.jpg
38528,657912001,89,1010026,22,7,8,1,64,1020,122,065/0657912001.jpg
7746,516903002,252,1010026,6,1,12,2,53,1003,378,051/0516903002.jpg
32721,636207004,272,1010023,72,2,2,3,56,1016,35,063/0636207004.jpg
2059,395127001,259,1010016,10,3,9,3,23,1011,286,039/0395127001.jpg
35702,647977002,265,1010016,72,1,2,1,14,1013,389,064/0647977002.jpg
43944,678689007,255,1010010,71,3,2,26,5,1005,28,067/0678689007.jpg
66237,747198002,265,1010001,9,4,5,2,53,1013,291,074/0747198002.jpg
57441,716809002,265,1010001,51,1,4,4,44,1005,314,071/0716809002.jpg
25177,611606001,265,1010016,83,7,19,1,8,1005,128,061/0611606001.jpg
42337,672347001,87,1010016,9,4,5,4,42,1020,27,067/0672347001.jpg
68539,754440001,298,1010016,50,5,4,2,51,1018,184,075/0754440001.jpg
890,300908004,262,1010016,8,4,12,2,58,1007,361,030/0300908004.jpg
30360,628327014,273,1010001,9,4,5,4,79,1002,115,062/0628327014.jpg
39820,662741007,245,1010016,9,4,5,4,76,1003,219,066/0662741007.jpg
4421,483749007,308,1010010,10,3,9,4,79,1002,92,048/0483749007.jpg
61428,733112005,252,1010010,13,1,11,1,15,1003,154,073/0733112005.jpg
5250,493438012,255,1010010,9,4,5,26,5,1005,156,049/0493438012.jpg
60458,729084001,272,1010001,7,1,12,4,79,1002,97,072/0729084001.jpg
55024,708855004,265,1010001,93,4,20,1,11,1013,370,070/0708855004.jpg
69680,757903028,80,1010016,23,2,8,1,65,1019,295,075/0757903028.jpg
87472,827968007,255,1010016,13,2,11,1,16,1002,14,082/0827968007.jpg
48256,691455001,272,1010023,71,1,2,4,46,1016,35,069/0691455001.jpg
4824,487206001,304,1010012,73,5,2,4,72,1021,63,048/0487206001.jpg
42620,673648001,254,1010021,9,4,5,1,2,1005,1,067/0673648001.jpg
17690,575461001,264,1010010,73,4,2,3,23,1008,287,057/0575461001.jpg
16562,570004109,257,1010017,10,3,9,3,26,1002,353,057/0570004109.jpg
9624,534181010,263,1010016,43,4,18,1,19,1007,19,053/0534181010.jpg
56001,712589001,66,1010016,10,1,9,1,65,1019,295,071/0712589001.jpg
22059,596820005,270,1010001,83,2,19,4,41,1005,355,059/0596820005.jpg
75554,782001001,258,1010016,31,1,3,4,44,1006,314,078/0782001001.jpg
102992,908466001,272,1010023,73,2,2,4,76,1016,330,090/0908466001.jpg
76624,785853003,252,1010016,13,2,1,1,16,1002,85,078/0785853003.jpg
89150,836383001,265,1010001,71,3,2,1,15,1013,220,083/0836383001.jpg
79859,799413001,57,1010001,8,4,5,1,60,1018,285,079/0799413001.jpg
67233,750397013,252,1010022,42,5,18,1,6,1003,319,075/0750397013.jpg
9286,532102011,89,1010016,10,3,9,3,28,1019,222,053/0532102011.jpg
80940,803787006,66,1010016,9,4,5,2,52,1019,205,080/0803787006.jpg
81249,805007001,253,1010016,31,1,3,26,5,1005,192,080/0805007001.jpg
98088,877332001,265,1010016,10,3,9,1,18,1010,254,087/0877332001.jpg
59920,725718001,78,1010016,42,5,18,1,66,1019,199,072/0725718001.jpg
67482,751295004,272,1010016,12,1,11,1,11,1009,67,075/0751295004.jpg
42023,671208002,297,1010001,72,5,2,4,72,1017,33,067/0671208002.jpg
77129,788107006,265,1010017,9,4,5,1,18,1005,65,078/0788107006.jpg
94493,862918001,274,1010001,12,1,11,4,46,1005,71,086/0862918001.jpg
91025,845967003,245,1010016,10,3,9,2,50,1001,138,084/0845967003.jpg
16107,568836005,265,1010016,82,1,7,1,11,1013,389,056/0568836005.jpg
64966,743530011,272,1010016,22,7,8,4,72,1002,212,074/0743530011.jpg
42102,671540004,66,1010005,42,2,4,26,5,1019,298,067/0671540004.jpg
58703,720906001,263,1010016,22,1,19,1,19,1007,221,072/0720906001.jpg
86044,822180002,252,1010006,9,4,5,1,15,1003,65,082/0822180002.jpg
33099,637377001,262,1010016,73,4,2,26,5,1001,28,063/0637377001.jpg
76578,785665002,252,1010016,93,4,19,1,11,1003,370,078/0785665002.jpg
71952,766181001,252,1010010,10,3,9,1,8,1003,104,076/0766181001.jpg
13465,558466002,94,1010009,3,3,15,4,42,1020,213,055/0558466002.jpg
60641,730356001,265,1010007,81,1,2,2,50,1013,208,073/0730356001.jpg
68177,753361002,245,1010010,52,1,4,4,40,1003,314,075/0753361002.jpg
60313,727961001,295,1010001,73,4,2,4,44,1017,247,072/0727961001.jpg
68962,755868001,256,1010016,9,4,5,1,15,1005,230,075/0755868001.jpg
81797,806307005,273,1010016,23,2,8,4,44,1006,201,080/0806307005.jpg
53799,705841003,286,1010016,6,1,12,1,61,1017,131,070/0705841003.jpg
75764,782761023,302,1010001,9,4,5,4,72,1021,57,078/0782761023.jpg
87672,829045003,265,1010016,13,1,11,2,53,1013,293,082/0829045003.jpg
36,130035001,532,1010016,9,4,5,1,66,1019,266,013/0130035001.jpg
28003,621683003,258,1010016,71,3,2,1,15,1010,294,062/0621683003.jpg
68988,755963002,265,1010009,42,7,18,4,76,1014,140,075/0755963002.jpg
61672,733919001,272,1010023,72,2,2,2,50,1001,283,073/0733919001.jpg
33855,640001018,297,1010008,7,1,12,4,72,1017,375,064/0640001018.jpg
90970,845790006,272,1010004,9,4,5,2,53,1009,116,084/0845790006.jpg
80306,801708001,252,1010016,12,1,11,3,23,1003,154,080/0801708001.jpg
21301,593434002,252,1010001,51,1,4,4,44,1002,31,059/0593434002.jpg
67972,752863001,296,1010001,73,2,2,1,62,1017,208,075/0752863001.jpg
18949,581298008,88,1010011,5,5,15,1,64,1020,165,058/0581298008.jpg
16006,568601012,264,1010016,12,1,11,1,11,1008,363,056/0568601012.jpg
93540,858721001,308,1010015,73,2,2,4,46,1005,9,085/0858721001.jpg
5556,497284020,59,1010014,73,4,2,4,43,1018,182,049/0497284020.jpg
101228,895082001,272,1010023,13,2,11,1,8,1009,168,089/0895082001.jpg
44635,680777001,87,1010016,9,4,5,1,64,1020,188,068/0680777001.jpg
84777,816841006,265,1010001,21,7,8,1,11,1013,393,081/0816841006.jpg
22783,599945013,262,1010016,83,4,19,3,31,1007,24,059/0599945013.jpg
34059,640424002,258,1010016,83,4,7,1,8,1010,324,064/0640424002.jpg
80736,803164002,272,1010023,9,4,5,4,47,1016,155,080/0803164002.jpg
59763,724905001,272,1010023,9,4,19,1,15,1009,136,072/0724905001.jpg
85995,821992002,66,1010016,42,7,18,1,65,1019,199,082/0821992002.jpg
88921,835299001,258,1010016,12,1,9,4,76,1023,340,083/0835299001.jpg
21903,595958001,265,1010001,72,2,2,4,76,1014,333,059/0595958001.jpg
55858,711940004,297,1010001,9,4,5,1,62,1017,57,071/0711940004.jpg
31597,632768002,78,1010016,31,3,3,1,66,1019,169,063/0632768002.jpg
54965,708726002,274,1010016,41,7,18,2,71,1009,18,070/0708726002.jpg
45013,681929001,267,1010008,7,1,12,4,46,1005,2,068/0681929001.jpg
68203,753475008,477,1010016,12,1,11,2,52,1019,119,075/0753475008.jpg
93433,858123001,255,1010016,51,1,4,1,8,1005,118,085/0858123001.jpg
30602,629024001,265,1010021,9,4,5,1,2,1005,1,062/0629024001.jpg
13534,558771001,59,1010005,90,5,19,4,43,1018,49,055/0558771001.jpg
88867,835028005,252,1010001,52,2,4,4,79,1002,228,083/0835028005.jpg
57249,716224001,69,1010016,9,4,5,1,65,1019,188,071/0716224001.jpg
30607,629042002,252,1010016,71,3,2,1,14,1003,157,062/0629042002.jpg
4113,477107001,286,1010016,9,4,5,1,61,1017,95,047/0477107001.jpg
29882,626442010,252,1010008,81,3,7,4,77,1005,300,062/0626442010.jpg
36637,651348001,252,1010014,10,3,9,1,6,1005,239,065/0651348001.jpg
8609,524465007,75,1010016,31,1,3,2,52,1019,112,052/0524465007.jpg
70050,759265002,265,1010021,51,1,4,1,11,1005,259,075/0759265002.jpg
89197,836699002,265,1010016,9,4,5,1,6,1005,68,083/0836699002.jpg
89407,838103001,73,1010016,9,4,5,1,66,1019,285,083/0838103001.jpg
58431,719939001,267,1010001,22,7,8,2,50,1023,181,071/0719939001.jpg
40434,664491004,253,1010016,10,3,9,1,18,1005,239,066/0664491004.jpg
105003,930283002,308,1010014,13,2,11,3,55,1005,71,093/0930283002.jpg
94125,860923001,91,1010016,12,1,11,1,64,1020,123,086/0860923001.jpg
18492,579167001,264,1010026,73,4,2,4,47,1011,11,057/0579167001.jpg
37429,653666007,274,1010001,73,4,2,1,15,1023,206,065/0653666007.jpg
49945,695632041,258,1010001,13,2,11,1,11,1010,30,069/0695632041.jpg
71134,762896023,80,1010022,20,5,8,2,52,1019,205,076/0762896023.jpg
47460,688916025,286,1010012,51,3,4,4,79,1017,332,068/0688916025.jpg
64602,742177020,259,1010001,22,2,8,4,46,1011,237,074/0742177020.jpg
74144,775328001,254,1010001,9,4,5,1,15,1005,65,077/0775328001.jpg
64714,742561004,308,1010016,73,4,2,2,53,1007,74,074/0742561004.jpg
88959,835522004,252,1010017,22,2,8,4,72,1002,58,083/0835522004.jpg
78024,792064002,88,1010016,10,3,9,4,42,1020,255,079/0792064002.jpg
17836,576262003,252,1010016,43,4,18,3,20,1003,19,057/0576262003.jpg
7050,510074006,272,1010001,83,4,7,1,8,1005,107,051/0510074006.jpg
80136,801068004,245,1010016,91,1,19,2,53,1003,60,080/0801068004.jpg
67570,751551004,265,1010016,19,2,20,1,2,1005,221,075/0751551004.jpg
6823,508929061,272,1010001,8,4,12,4,79,1002,92,050/0508929061.jpg
61807,734280002,254,1010001,51,1,4,4,76,1005,79,073/0734280002.jpg
50409,696796001,70,1010016,3,3,15,2,52,1019,231,069/0696796001.jpg
99894,887467001,306,1010016,9,4,5,1,61,1017,279,088/0887467001.jpg
855,297078005,304,1010016,13,2,1,1,62,1021,260,029/0297078005.jpg
61646,733832001,77,1010016,5,5,15,1,66,1019,360,073/0733832001.jpg
79325,797229002,262,1010016,33,4,3,3,31,1007,22,079/0797229002.jpg
54574,708137002,254,1010016,73,4,2,4,76,1003,117,070/0708137002.jpg
564,261606022,253,1010010,82,3,7,26,22,1005,306,026/0261606022.jpg
84494,815882001,264,1010016,9,4,5,1,11,1008,358,081/0815882001.jpg
17139,573017004,265,1010017,72,3,2,2,53,1013,334,057/0573017004.jpg
21711,595071011,252,1010010,51,3,4,1,15,1003,23,059/0595071011.jpg
57000,715489002,252,1010014,42,7,18,3,24,1001,320,071/0715489002.jpg
77451,789540001,87,1010016,17,4,13,3,27,1020,346,078/0789540001.jpg
100300,889567001,265,1010014,53,2,4,4,40,1005,158,088/0889567001.jpg
49541,694813001,261,1010016,73,2,2,4,41,1007,283,069/0694813001.jpg
40875,665831002,262,1010016,15,4,20,3,31,1007,344,066/0665831002.jpg
104165,919438002,286,1010016,9,4,5,1,61,1017,279,091/0919438002.jpg
101748,898848001,275,1010022,9,4,5,1,11,1003,68,089/0898848001.jpg
49585,694937001,72,1010016,51,1,4,4,43,1019,37,069/0694937001.jpg
5578,497637010,262,1010016,9,4,5,3,31,1007,362,049/0497637010.jpg
55228,709899001,262,1010023,31,1,3,1,15,1001,259,070/0709899001.jpg
49695,695181002,308,1010001,93,2,19,4,46,1005,135,069/0695181002.jpg
70423,760454004,262,1010016,9,4,5,2,53,1007,100,076/0760454004.jpg
27675,620424071,255,1010016,52,7,4,4,79,1002,250,062/0620424071.jpg
53645,705330001,272,1010016,9,4,5,2,51,1002,34,070/0705330001.jpg
45783,684193001,258,1010006,73,4,2,1,8,1010,270,068/0684193001.jpg
24761,610611001,91,1010016,73,4,2,4,42,1020,102,061/0610611001.jpg
45559,683639015,297,1010001,14,2,11,4,72,1017,108,068/0683639015.jpg
30011,626628003,306,1010021,10,3,-1,1,61,1017,137,062/0626628003.jpg
7465,514421007,75,1010002,9,4,5,3,25,1019,98,051/0514421007.jpg
61949,734829001,255,1010008,9,4,5,4,77,1005,219,073/0734829001.jpg
50582,696991044,252,1010008,73,4,2,4,46,1003,190,069/0696991044.jpg
84987,817452001,252,1010008,7,1,12,4,77,1005,317,081/0817452001.jpg
85449,819850002,255,1010001,9,4,5,4,77,1005,15,081/0819850002.jpg
19479,584282002,259,1010001,72,7,2,4,46,1011,284,058/0584282002.jpg
86575,824386002,252,1010010,6,1,12,3,23,1003,154,082/0824386002.jpg
33338,638416003,306,1010016,12,1,11,1,61,1017,131,063/0638416003.jpg
36137,649440052,255,1010014,14,2,11,3,20,1005,336,064/0649440052.jpg
78261,793185040,74,1010001,50,3,4,1,66,1019,301,079/0793185040.jpg
97254,873279004,252,1010016,13,2,1,1,15,1003,85,087/0873279004.jpg
12958,555550002,275,1010009,3,3,15,2,53,1012,172,055/0555550002.jpg
28897,624257003,272,1010023,73,4,2,1,57,1016,290,062/0624257003.jpg
90465,843465003,272,1010004,13,2,11,3,20,1009,352,084/0843465003.jpg
43773,678079003,286,1010016,51,1,4,1,61,1017,166,067/0678079003.jpg
21184,592826001,78,1010021,9,4,5,4,43,1019,27,059/0592826001.jpg
80067,800768003,254,1010001,22,2,8,1,8,1010,352,080/0800768003.jpg
35294,646186002,274,1010016,17,4,13,1,18,1005,130,064/0646186002.jpg
1071,316242055,272,1010001,9,4,5,2,53,1009,41,031/0316242055.jpg
74441,776863004,270,1010024,71,1,2,4,44,1005,283,077/0776863004.jpg
18490,579165021,259,1010016,10,3,9,4,47,1011,172,057/0579165021.jpg
69528,757574002,71,1010016,73,4,2,4,45,1019,12,075/0757574002.jpg
72662,768509002,262,1010016,73,4,2,3,31,1007,74,076/0768509002.jpg
68314,753866003,308,1010016,9,4,5,4,79,1002,219,075/0753866003.jpg
89900,840506002,308,1010005,12,1,11,4,79,1002,317,084/0840506002.jpg
9996,537722001,252,1010016,7,1,12,1,6,1005,114,053/0537722001.jpg
24829,610746001,262,1010023,10,3,9,1,57,1016,39,061/0610746001.jpg
96878,872000004,253,1010016,31,3,3,2,53,1010,349,087/0872000004.jpg
9805,536139084,296,1010010,13,2,1,1,62,1017,53,053/0536139084.jpg
15071,565200032,255,1010008,10,3,9,4,76,1005,92,056/0565200032.jpg
12459,553685001,275,1010001,11,1,9,1,15,1012,363,055/0553685001.jpg
90216,842004003,245,1010010,7,1,12,2,53,1003,194,084/0842004003.jpg
67449,751254002,265,1010021,73,5,2,1,15,1005,46,075/0751254002.jpg
78357,793660002,265,1010001,43,7,18,4,77,1014,140,079/0793660002.jpg
102749,906226002,252,1010016,10,3,9,1,15,1003,125,090/0906226002.jpg
12221,552370001,272,1010016,71,1,2,4,77,1016,333,055/0552370001.jpg
14167,561764003,252,1010010,7,1,12,1,15,1003,114,056/0561764003.jpg
33427,638868002,252,1010010,83,2,19,4,46,1003,135,063/0638868002.jpg
70036,759177001,230,1010016,9,4,5,1,64,1020,57,075/0759177001.jpg
71829,765665002,92,1010016,22,7,8,1,64,1020,122,076/0765665002.jpg
50987,697922001,252,1010018,19,2,20,4,46,1005,66,069/0697922001.jpg
79993,800396001,252,1010002,9,4,5,3,20,1005,22,080/0800396001.jpg
41696,669943002,70,1010016,3,3,15,1,66,1019,231,066/0669943002.jpg
74001,774543003,252,1010016,19,1,20,1,14,1003,303,077/0774543003.jpg
51983,700090004,252,1010010,7,1,12,2,53,1003,2,070/0700090004.jpg
22146,597174002,257,1010005,9,4,5,3,24,1001,362,059/0597174002.jpg
22813,600077001,94,1010016,10,3,9,4,42,1020,132,060/0600077001.jpg
57432,716763004,258,1010016,21,1,8,4,44,1006,141,071/0716763004.jpg
2490,409730007,253,1010001,31,3,3,2,50,1005,187,040/0409730007.jpg
41585,669679001,265,1010016,22,5,8,1,18,1005,1,066/0669679001.jpg
80669,802913002,258,1010001,11,1,9,2,50,1010,293,080/0802913002.jpg
45530,683566001,253,1010016,63,4,6,1,97,1001,300,068/0683566001.jpg
39938,663048001,265,1010005,9,4,5,2,70,1013,227,066/0663048001.jpg
27329,619767001,297,1010008,51,3,4,4,79,1017,332,061/0619767001.jpg
12855,555055005,258,1010016,9,4,5,2,53,1010,354,055/0555055005.jpg
97432,874224005,254,1010016,51,1,4,1,11,1005,118,087/0874224005.jpg
49870,695540001,91,1010016,4,2,15,4,42,1020,88,069/0695540001.jpg
11242,546663001,258,1010001,9,4,5,1,11,1010,274,054/0546663001.jpg
73286,771348003,262,1010001,51,1,4,4,41,1007,314,077/0771348003.jpg
59044,721930004,254,1010014,7,2,12,4,44,1023,44,072/0721930004.jpg
33204,637667004,252,1010016,12,1,11,1,15,1003,248,063/0637667004.jpg
63066,738445001,252,1010016,13,2,11,1,97,1001,339,073/0738445001.jpg
29147,624674011,252,1010008,22,7,8,4,41,1003,51,062/0624674011.jpg
59899,725595002,253,1010016,43,4,18,1,15,1005,319,072/0725595002.jpg
7724,516859007,67,1010016,17,4,13,1,65,1019,165,051/0516859007.jpg
2592,416175013,272,1010017,73,7,2,4,44,1005,384,041/0416175013.jpg
2710,423900058,302,1010013,7,1,12,4,79,1021,311,042/0423900058.jpg
37147,652763001,70,1010016,11,1,9,2,52,1019,139,065/0652763001.jpg
41024,666448006,252,1010016,72,2,2,1,15,1003,359,066/0666448006.jpg
90076,841298001,258,1010016,10,3,9,1,11,1010,254,084/0841298001.jpg
98082,877278001,272,1010001,9,4,5,1,15,1005,68,087/0877278001.jpg
63000,738243001,265,1010006,71,1,2,2,50,1013,208,073/0738243001.jpg
25760,614628001,297,1010001,10,3,9,4,72,1017,315,061/0614628001.jpg
13886,560221025,298,1010001,51,3,4,1,60,1018,290,056/0560221025.jpg
12262,552473025,259,1010016,71,3,2,2,53,1010,11,055/0552473025.jpg
47859,690276001,265,1010001,42,7,18,2,53,1013,140,069/0690276001.jpg
44148,679139005,293,1010016,51,1,4,1,62,1017,166,067/0679139005.jpg
56076,712896002,274,1010017,71,3,2,4,40,1005,74,071/0712896002.jpg
46338,685811005,274,1010016,43,4,18,3,26,1002,319,068/0685811005.jpg
79980,800342002,308,1010005,73,4,2,4,79,1002,256,080/0800342002.jpg
42314,672133001,254,1010017,82,1,7,1,8,1003,173,067/0672133001.jpg
58604,720572002,265,1010017,10,3,9,2,53,1013,172,072/0720572002.jpg
28077,621846007,306,1010021,60,5,6,1,61,1017,184,062/0621846007.jpg
76665,785948036,286,1010012,81,3,7,4,72,1017,330,078/0785948036.jpg
76211,784071001,252,1010016,9,4,5,1,8,1003,65,078/0784071001.jpg
71578,764512001,265,1010022,52,1,4,1,82,1023,166,076/0764512001.jpg
95202,865792002,273,1010002,8,4,12,4,40,1005,278,086/0865792002.jpg
85702,820688002,252,1010014,9,4,5,4,47,1005,62,082/0820688002.jpg
74056,774836003,275,1010001,21,3,8,2,50,1009,201,077/0774836003.jpg
29720,626039001,88,1010001,73,5,2,4,42,1020,102,062/0626039001.jpg
83679,812977003,262,1010016,42,7,18,4,45,1007,320,081/0812977003.jpg
60203,727611004,267,1010016,9,4,5,2,53,1013,291,072/0727611004.jpg
16034,568652009,78,1010014,10,3,9,1,66,1019,25,056/0568652009.jpg
16430,569997008,255,1010010,73,5,2,3,26,1002,386,056/0569997008.jpg
28551,623374008,86,1010016,42,7,18,4,42,1020,77,062/0623374008.jpg
23739,606724001,252,1010005,73,4,2,3,24,1001,386,060/0606724001.jpg
46669,686400004,59,1010001,51,3,4,4,44,1019,144,068/0686400004.jpg
68525,754404004,298,1010016,9,4,5,1,60,1018,57,075/0754404004.jpg
83607,812660001,59,1010021,9,4,5,1,60,1018,285,081/0812660001.jpg
13684,559529001,77,1010016,5,5,15,1,66,1019,165,055/0559529001.jpg
43244,675925001,262,1010004,73,4,2,3,28,1011,47,067/0675925001.jpg
79330,797250001,57,1010001,10,3,9,1,18,1005,96,079/0797250001.jpg
96068,868874002,259,1010004,73,4,2,1,6,1010,220,086/0868874002.jpg
61483,733344002,254,1010016,19,4,20,4,72,1002,179,073/0733344002.jpg
104109,918813002,259,1010016,10,3,9,2,53,1010,116,091/0918813002.jpg
69786,758191003,258,1010016,10,3,9,1,6,1010,75,075/0758191003.jpg
52202,700835001,265,1010016,9,4,5,1,15,1013,150,070/0700835001.jpg
52265,700935001,272,1010018,8,4,12,2,58,1009,268,070/0700935001.jpg
87270,826941001,255,1010016,93,2,19,4,72,1002,365,082/0826941001.jpg
5954,501406005,263,1010004,10,3,9,3,31,1007,286,050/0501406005.jpg
14624,563874002,297,1010001,6,1,12,4,79,1017,375,056/0563874002.jpg
70210,759831005,302,1010001,7,1,12,4,44,1021,44,075/0759831005.jpg
43558,677580001,258,1010023,72,1,2,1,57,1016,208,067/0677580001.jpg
24926,610977001,94,1010016,51,3,4,4,42,1020,244,061/0610977001.jpg
86997,825720006,255,1010016,61,3,6,2,51,1002,349,082/0825720006.jpg
39608,662067006,255,1010014,51,1,4,4,40,1005,314,066/0662067006.jpg
67173,750055003,259,1010017,73,4,2,3,21,1011,47,075/0750055003.jpg
14916,564551003,259,1010001,73,2,2,4,41,1006,70,056/0564551003.jpg
26077,615808001,255,1010017,73,4,2,1,6,1005,157,061/0615808001.jpg
31023,630690002,297,1010001,6,1,12,4,79,1017,375,063/0630690002.jpg
88825,834919001,270,1010001,81,1,7,4,44,1002,234,083/0834919001.jpg
67049,749694001,272,1010016,73,4,2,4,41,1006,74,074/0749694001.jpg
16644,570342001,255,1010014,7,1,12,4,46,1005,233,057/0570342001.jpg
97926,876351004,265,1010016,7,1,12,2,53,1013,293,087/0876351004.jpg
42366,672491003,262,1010017,10,3,9,1,2,1007,239,067/0672491003.jpg
26844,618329005,259,1010001,10,3,9,3,20,1011,152,061/0618329005.jpg
57789,717773041,74,1010001,61,3,4,1,66,1019,301,071/0717773041.jpg
90293,842290001,265,1010021,9,4,5,1,15,1013,185,084/0842290001.jpg
85059,817834005,258,1010001,53,4,4,1,11,1010,387,081/0817834005.jpg
57018,715522001,270,1010001,7,1,12,4,44,1002,2,071/0715522001.jpg
102847,906976003,272,1010023,72,2,2,2,57,1016,232,090/0906976003.jpg
32548,635392001,87,1010016,9,4,5,2,52,1020,27,063/0635392001.jpg
80165,801166001,272,1010016,9,4,5,3,20,1009,22,080/0801166001.jpg
67481,751295003,272,1010016,9,4,5,1,11,1009,327,075/0751295003.jpg
29659,625884001,94,1010016,9,4,5,4,42,1020,27,062/0625884001.jpg
